Date,ACWO_1,ACWO_2,ACWO_3,ACWO_4,ACWO_5,ACWO_6,ADMO_1,ADMO_2,ADMO_3,ADMO_4,ADMO_5,ADMO_6,ADRR_1,ADRR_2,ADRR_3,ADRR_4,ADRR_5,ADRR_6,AREG_1,AREG_2,AREG_3,AREG_4,AREG_5,AREG_6,CSO_1,CSO_2,CSO_3,CSO_4,CSO_5,CSO_6,CWE_1,CWE_2,CWE_3,CWE_4,CWE_5,CWE_6,CWWG_1,CWWG_2,CWWG_3,CWWG_4,CWWG_5,CWWG_6,CWWH_1,CWWH_2,CWWH_3,CWWH_4,CWWH_5,CWWH_6,DPB_1,DPB_2,DPB_3,DPB_4,DPB_5,DPB_6,DPH_1,DPH_2,DPH_3,DPH_4,DPH_5,DPH_6,HTB_1,HTB_2,HTB_3,HTB_4,HTB_5,HTB_6,HTH_1,HTH_2,HTH_3,HTH_4,HTH_5,HTH_6,ITP_1,ITP_2,ITP_3,ITP_4,ITP_5,ITP_6,OGO_1,OGO_2,OGO_3,OGO_4,OGO_5,OGO_6,PPL_1,PPL_2,PPL_3,PPL_4,PPL_5,PPL_6,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PWG_1,PWG_2,PWG_3,PWG_4,PWG_5,PWG_6,PWH_1,PWH_2,PWH_3,PWH_4,PWH_5,PWH_6,RRIR_1,RRIR_2,RRIR_3,RRIR_4,RRIR_5,RRIR_6,RRR_1,RRR_2,RRR_3,RRR_4,RRR_5,RRR_6,RR_1,RR_2,RR_3,RR_4,RR_5,RR_6,TAGI_1,TAGI_2,TAGI_3,TAGI_4,TAGI_5,TAGI_6,TGA_1,TGA_2,TGA_3,TGA_4,TGA_5,TGA_6,TLRR_1,TLRR_2,TLRR_3,TLRR_4,TLRR_5,TLRR_6
2017-11-17,0,0,0,0,0,0,1034,1026,1090,1039,1112,1303,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,24,26,22,20,22,29,20,21,18,19,20,29,43,43,42,42,42,46,43,43,43,44,45,48,2938,2938,2938,2938,2938,2938,6712,7329,7514,7804,7844,8116,16100,16020,16030,15980,15970,15790,8358,7813,7682,7391,7434,7533,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,26941,26316,26195,25854,25887,25806,24003,23378,23257,22916,22949,22868,18583,18503,18513,18463,18453,18273
2017-11-18,0,0,0,0,0,0,1819,1034,1026,1090,1039,1112,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,46,47,49,50,44,33,35,45,42,46,44,51,51,50,52,53,51,48,48,46,49,52,53,2738,2738,2738,3088,3088,3088,7171,7040,7734,7850,8000,8140,15100,15100,15180,15040,14970,14860,9484,8830,8048,8486,8355,8398,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,27067,26413,25711,26009,25808,25741,24329,23675,22973,22921,22720,22653,17583,17583,17663,17523,17453,17343
2017-11-19,0,0,0,0,0,0,1843,1819,1034,1026,1090,1039,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54,51,50,48,48,51,51,49,49,46,48,51,57,55,54,52,52,54,53,52,50,47,48,51,2738,2738,2738,2738,3088,3088,7105,7670,7530,7824,7890,8040,15400,15300,15300,15260,15160,15220,9274,8785,8140,7878,8326,8065,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,27157,26568,25923,25621,25969,25768,24419,23830,23185,22883,22881,22680,17883,17783,17783,17743,17643,17703
2017-11-20,0,0,0,0,0,0,1737,1843,1819,1034,1026,1090,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,18,18,16,18,17,21,18,18,16,18,16,21,40,41,38,39,39,41,41,41,39,41,40,41,2938,2938,2938,2938,2938,3288,6390,6890,7506,7596,7859,7817,17000,17000,16900,16700,16770,16620,8483,8089,7549,6874,6533,7139,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,27966,27572,26932,26057,25786,26242,25028,24634,23994,23119,22848,22954,19483,19483,19383,19183,19253,19103
2017-11-21,0,0,0,0,0,0,1697,1737,1843,1819,1034,1026,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,34,33,32,32,30,31,30,30,29,29,27,55,54,52,50,50,47,53,52,52,50,50,47,2938,2938,2938,2938,2938,2938,6060,6148,6748,6563,6603,6865,16050,16200,16200,16200,16300,16420,9723,9525,9031,9192,8267,7877,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,28256,28208,27714,27875,27050,26780,25318,25270,24776,24937,24112,23842,18533,18683,18683,18683,18783,18903
2017-11-22,0,0,0,0,0,0,1703,1697,1737,1843,1819,1034,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47,45,43,42,38,36,36,35,34,37,32,31,50,50,50,51,51,47,47,47,45,46,48,47,2938,2938,2938,2938,2938,2938,4893,5389,5987,6187,6006,6046,16250,16260,16300,16300,16200,16300,10696,10184,9586,9492,9749,8824,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29429,28927,28369,28275,28432,27607,26491,25989,25431,25337,25494,24669,18733,18743,18783,18783,18683,18783
2017-11-23,0,0,0,0,0,0,1546,1703,1697,1737,1843,1819,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,19,18,19,21,22,21,17,16,16,19,20,19,41,40,38,40,39,38,41,41,39,40,39,39,2738,2738,2738,2738,2738,2938,4778,5004,5600,5798,5948,6098,14200,14900,15100,15150,15150,15000,12504,11735,10933,10725,10681,10857,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29187,29118,28516,28358,28314,28340,26449,26380,25778,25620,25576,25402,16683,17383,17583,17633,17633,17483
2017-11-24,0,0,0,0,0,0,1485,1546,1703,1697,1737,1843,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29,28,28,26,26,27,26,26,27,24,24,25,47,46,45,43,42,42,48,46,45,43,43,42,2738,2738,2738,2738,2738,2738,4164,4993,5592,5788,5936,6086,14870,14770,14940,15610,15100,15150,12387,11719,11107,10235,10637,10543,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29740,28972,28530,28328,28220,28176,27002,26234,25792,25590,25482,25438,17353,17253,17423,18093,17583,17633
2017-11-25,0,0,0,0,0,0,1586,1485,1546,1703,1697,1737,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,39,43,42,39,38,35,35,39,38,35,36,56,54,55,54,51,46,53,51,53,52,48,44,3288,3288,3288,3288,3288,3288,4143,4637,5593,5792,5938,6086,14620,14500,14440,14730,15150,15000,13309,12834,11999,11667,11095,11137,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30412,29817,28922,28880,28728,28620,27124,26529,25634,25592,25440,25332,17103,16983,16923,17213,17633,17483
2017-11-26,0,0,0,0,0,0,1376,1586,1485,1546,1703,1697,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,40,39,41,39,38,36,36,37,36,24,20,46,47,44,45,44,42,43,42,40,39,39,38,3088,3288,3288,3288,3288,3288,4027,4643,5237,5793,5942,6088,15680,15470,15520,15660,15700,15810,11955,11959,11214,10579,10547,10285,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30118,29912,29217,28722,28730,28578,27030,26624,25929,25434,25442,25290,18163,17953,18003,18143,18183,18293
2017-11-27,0,0,0,0,0,188,1730,1376,1586,1485,1546,1703,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25,25,27,25,23,13,23,26,25,24,23,8,45,44,43,43,41,32,45,45,42,43,42,33,3038,3088,3088,3088,3088,3088,4776,5368,5984,6178,6684,6819,16840,16740,17090,16840,17700,17610,10350,9554,8798,8753,7448,7372,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29673,28777,28371,28076,27631,27465,26635,25689,25283,24988,24543,24377,19323,19223,19573,19323,20183,20093
2017-11-28,0,0,0,0,0,0,1776,1730,1376,1586,1485,1546,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,38,40,37,35,35,26,26,32,24,33,32,45,45,48,45,47,51,44,45,49,43,50,51,3038,3038,3088,3088,3088,3088,5291,5891,6141,6707,6851,6957,16650,16570,16310,16780,16330,17200,10071,9505,9211,8385,8590,7675,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29204,28558,28004,27648,27403,27358,26166,25520,24916,24560,24315,24270,19133,19053,18793,19263,18813,19683
2017-11-29,0,0,0,0,0,0,1772,1776,1730,1376,1586,1485,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36,37,39,35,36,39,34,34,34,34,35,38,54,53,54,52,53,54,53,52,53,50,52,53,3038,3038,3038,3088,3088,3088,5013,5937,6187,6437,6887,7037,16220,16150,16030,16110,16130,16040,10775,9925,9749,9115,8855,8694,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29478,28558,28262,27708,27468,27217,26440,25520,25224,24620,24380,24129,18703,18633,18513,18593,18613,18523
2017-11-30,0,0,0,0,0,0,1842,1772,1776,1730,1376,1586,185,253,253,253,253,253,0,0,0,0,0,0,29681,29681,29681,29681,29681,29681,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,36,37,31,31,32,28,26,30,29,31,29,44,43,44,45,46,45,43,42,43,46,47,47,3038,3038,3038,3038,3088,2870,4306,4306,4551,4801,5051,5301,16700,16700,16620,16380,16260,16380,11072,11002,10841,10785,10351,9973,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30255,30185,29944,29648,29094,28836,27217,27147,26906,26610,26006,25966,19183,19183,19103,18863,18743,18863
2017-12-01,0,0,0,0,0,0,1696,1842,1772,1776,1730,1376,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,34,39,41,46,43,30,31,32,36,38,40,49,48,48,49,50,50,47,46,47,47,48,47,2938,3038,3038,3038,3038,3088,3622,4222,4153,4398,4648,4898,16020,16090,16100,16040,16090,16160,12425,12001,11990,11809,11463,10839,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30928,30574,30573,30332,30036,29482,27990,27536,27535,27294,26998,26394,18503,18573,18583,18523,18573,18643
2017-12-02,0,0,0,0,0,0,1400,1696,1842,1772,1776,1730,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29,25,28,30,26,28,25,23,24,27,26,26,42,42,42,44,46,45,44,43,43,43,47,46,2838,2838,2838,2838,2838,2838,4403,4949,5199,4848,5093,5343,15650,15670,15660,15540,15340,15330,11618,11348,11254,11655,11614,11328,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29751,29501,29397,29678,29437,29141,26913,26663,26559,26840,26599,26303,18133,18153,18143,18023,17823,17813
2017-12-03,0,0,0,0,0,0,1012,1400,1696,1842,1772,1776,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29,28,28,31,30,28,31,27,29,30,30,25,45,43,44,45,45,45,47,45,46,47,44,46,2838,2838,2838,2838,2838,2838,4428,4695,4890,5141,4790,5035,16000,15900,15890,15750,15810,15820,10855,11076,11187,11222,11443,11192,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29338,29459,29560,29455,29736,29495,26500,26621,26722,26617,26898,26657,18483,18383,18373,18233,18293,18303
2017-12-04,0,0,0,0,0,0,1034,1012,1400,1696,1842,1772,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32,31,30,30,29,34,32,30,29,28,29,30,45,43,44,44,45,45,47,46,46,45,46,46,2838,2838,2838,2838,2838,2838,4542,4708,4992,5184,5834,5483,16850,16860,17000,16860,16820,16870,9913,9715,9679,9923,9459,9690,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29246,29058,29162,29266,28762,29043,26408,26220,26324,26428,25924,26205,19333,19343,19483,19343,19303,19353
2017-12-05,0,0,0,0,0,0,1101,1034,1012,1400,1696,1842,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51,49,49,49,40,36,52,52,52,48,39,36,53,55,54,53,52,49,55,54,55,54,53,50,2838,2838,2838,2838,2838,2838,4067,4468,4520,4788,4983,5215,16900,16740,16770,16700,16670,16660,10405,10097,9993,10183,10314,10238,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29788,29320,29246,29366,29467,29381,26950,26482,26408,26528,26629,26543,19383,19223,19253,19183,19153,19143
2017-12-06,0,0,0,0,0,0,1690,1101,1034,1012,1400,1696,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53,53,53,53,50,43,53,52,53,53,50,45,56,55,57,57,54,50,55,55,55,55,53,48,2838,2838,2838,2838,2838,2838,3996,4543,4795,4747,5016,5262,16800,16590,16620,16570,16530,16550,11165,10239,9890,9966,10125,10155,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30448,29312,28993,29019,29138,29188,27610,26474,26155,26181,26300,26350,19283,19073,19103,19053,19013,19033
2017-12-07,0,0,0,0,0,0,1189,1690,1101,1034,1012,1400,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,22,24,20,20,21,31,20,20,18,18,16,20,44,44,42,40,39,41,43,43,41,39,38,40,2738,3088,3088,3088,3088,3088,3796,3971,3917,4167,4411,4670,16900,16910,17080,17050,17150,17050,10664,11330,10625,10338,9972,10201,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30047,30723,30188,29871,29605,29734,27309,27635,27100,26783,26517,26646,19383,19393,19563,19533,19633,19533
2017-12-08,0,0,0,0,0,0,1285,1189,1690,1101,1034,1012,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,17,17,19,19,21,21,15,15,15,14,19,19,41,41,38,38,37,40,40,39,37,36,35,39,2738,2738,3088,3088,3088,3088,3716,3930,4009,3955,4205,4449,17000,17020,17050,17160,17100,16860,10740,10410,11152,10507,10250,10224,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30223,29913,30685,30150,29833,29567,27485,27175,27597,27062,26745,26479,19483,19503,19533,19643,19583,19343
2017-12-09,0,0,0,0,0,0,1228,1285,1189,1690,1101,1034,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,31,22,22,24,25,27,24,17,19,17,20,23,35,38,36,37,36,39,32,37,35,37,36,39,2888,2888,2888,2888,2888,2888,3834,3344,3694,4105,4051,4301,16750,16310,16330,16140,16290,16070,10965,11952,11486,11766,11081,10984,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30198,30745,30299,30389,29854,29537,27310,27857,27411,27501,26966,26649,19233,18793,18813,18623,18773,18553
2017-12-10,0,0,0,169,0,0,1124,1228,1285,1189,1690,1101,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,23,23,22,18,19,20,20,18,17,17,10,16,39,38,37,36,35,38,38,36,34,33,33,35,2888,2888,2888,2888,2888,2888,4260,4149,3978,3978,4113,4335,16900,17000,16830,16800,16930,16680,10285,10400,10798,10563,10968,10407,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,29668,29883,30111,29846,30381,29570,26780,26995,27223,26958,27493,26682,19383,19483,19313,19283,19413,19163
2017-12-11,0,0,169,0,0,0,1628,1124,1228,1285,1189,1690,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,22,18,21,17,15,19,19,18,18,14,13,17,37,36,35,35,34,36,37,35,34,36,34,35,3088,3088,3088,3088,3088,3088,3339,3954,4524,3951,4001,4412,17790,18160,18250,17990,18020,17830,11020,9531,8806,9865,9689,9969,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31293,30174,29539,30338,30192,30282,28205,27086,26451,27250,27104,27194,20273,20643,20733,20473,20503,20313
2017-12-12,0,0,0,0,0,0,1306,1628,1124,1228,1285,1189,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,37,33,31,27,27,36,31,27,24,22,22,44,41,39,38,36,37,43,36,36,33,35,37,3088,3088,3088,3088,3088,3088,2403,2903,3503,3705,3852,4001,17850,17790,18130,18250,17930,17810,11574,11456,10012,9794,10024,9899,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31907,31729,30625,30527,30437,30192,28819,28641,27537,27439,27349,27104,20333,20273,20613,20733,20413,20293
2017-12-13,1019,1189,1529,2039,1359,1019,1637,1306,1628,1124,1228,1285,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32,30,22,21,23,24,21,22,15,18,20,20,40,37,32,29,30,31,29,30,25,24,26,26,3088,3088,3088,3088,3088,3088,2895,3056,3656,3856,4008,4155,18900,19000,19000,19200,19000,18530,9344,8582,7964,6550,7382,8102,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,30727,30065,29447,28233,28865,29115,27639,26977,26359,25145,25777,26027,21383,21483,21483,21683,21483,21013
2017-12-14,1189,1189,1359,1529,1189,1019,2033,1637,1306,1628,1124,1228,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,7,8,8,12,12,10,8,8,9,11,12,31,30,26,25,25,27,27,28,26,23,26,27,3088,3088,3088,3088,3088,3088,2409,2933,3218,3294,3444,3596,18700,18850,19100,19000,18900,18750,10256,9186,8150,8326,8112,8384,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31439,30519,29733,29809,29495,29617,28351,27431,26645,26721,26407,26529,21183,21333,21583,21483,21383,21233
2017-12-15,849,679,1019,849,849,679,1956,2033,1637,1306,1628,1124,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,9,7,14,13,22,10,11,11,13,13,19,30,30,28,29,28,29,28,27,26,28,27,30,3088,3088,3088,3088,3088,3088,2199,2724,3351,3546,3573,3723,18600,18500,18500,18400,18390,18200,10829,10651,9288,9032,9337,9043,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31912,31634,30271,29915,30210,29726,28824,28546,27183,26827,27122,26638,21083,20983,20983,20883,20873,20683
2017-12-16,339,339,339,169,169,169,1356,1956,2033,1637,1306,1628,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13,13,14,15,16,17,12,10,13,16,16,17,34,33,33,31,33,32,32,32,31,32,32,32,2888,2888,2888,2888,2888,2888,2455,3088,3193,3393,3538,3565,17410,17170,17100,17100,17100,17120,11473,11680,11722,11296,10820,11095,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31366,31333,31305,30879,30403,30698,28478,28445,28417,27991,27515,27810,19893,19653,19583,19583,19583,19603
2017-12-17,849,679,679,169,0,0,1583,1356,1956,2033,1637,1306,218,338,338,338,338,338,0,0,0,0,0,0,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,9,16,20,20,28,7,11,14,16,19,27,29,30,30,32,34,40,30,29,30,31,34,38,2888,2888,2888,2888,2888,2888,1953,2236,2445,2500,2650,2795,18000,17780,17610,17500,17250,16800,11102,10982,11543,12185,12058,12032,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,31585,31245,31636,32168,31791,31315,28697,28357,28748,29280,28903,28427,20483,20263,20093,19983,19733,19283
2017-12-18,0,0,0,0,0,0,1432,1583,1356,1956,2033,1637,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30,29,25,30,30,24,29,30,27,31,32,23,35,37,36,37,39,38,37,38,37,38,40,36,3088,3088,3088,3088,3088,3088,1611,1834,2098,2307,2604,2754,18350,18170,18030,17920,17800,18000,11992,12100,11749,12250,12150,11404,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32825,32753,32262,32653,32433,31887,29737,29665,29174,29565,29345,28799,20833,20653,20513,20403,20283,20483
2017-12-19,0,0,0,0,0,0,1238,1432,1583,1356,1956,2033,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33,35,34,35,31,30,35,35,35,34,30,29,45,45,46,45,42,41,45,45,46,45,41,40,2688,3088,3088,3088,3088,3088,1511,1781,2038,2302,2541,2732,17500,17350,17390,17310,17480,17500,12348,12822,12676,12265,12456,12322,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32331,32655,32549,32058,32419,32305,29643,29567,29461,28970,29331,29217,19983,19833,19873,19793,19963,19983
2017-12-20,0,0,0,0,0,0,1654,1238,1432,1583,1356,1956,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32,31,33,33,31,25,33,32,33,32,30,25,41,43,42,41,40,37,39,39,40,39,37,35,2688,2688,3088,3088,3088,3088,1946,1675,1965,2222,2483,2722,17800,17750,17470,17710,17680,17810,12029,11934,12518,12172,11714,11945,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,32312,32167,32471,32365,31877,32238,29624,29479,29383,29277,28789,29150,20283,20233,19953,20193,20163,20293
2017-12-21,509,679,679,509,339,0,2043,1654,1238,1432,1583,1356,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,7,14,8,9,14,7,9,9,10,12,17,31,30,29,30,31,33,32,31,31,32,32,33,3088,3088,3088,3088,3088,3088,1478,2066,2258,2203,2460,2721,18100,17930,18000,17840,17950,17840,12477,11500,10822,11401,11355,11316,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33060,31913,31305,31724,31788,31639,29972,28825,28217,28636,28700,28551,20583,20413,20483,20323,20433,20323
2017-12-22,169,0,0,0,0,0,1700,2043,1654,1238,1432,1583,218,338,338,338,338,338,1,1,1,1,1,1,29916,29916,29916,29916,29916,29916,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36,32,35,35,36,37,29,28,32,35,38,34,36,38,42,42,44,44,32,34,39,40,43,41,3088,3088,3088,3088,3088,3088,1467,1885,2222,2364,2414,2664,18000,17700,17380,17300,16970,17130,12585,12979,12573,12095,12569,12310,No,No,No,No,No,No,No,No,No,No,No,No,2483,2483,2483,2483,2483,2483,180,180,180,180,180,180,2303,2303,2303,2303,2303,2303,33068,33162,32436,31878,32022,31923,29980,30074,29348,28790,28934,28835,20483,20183,19863,19783,19453,19613
